Group,Code,Description,Stock,Unit,Rate,Mrp,Gst,OE PART NUMBER
Demo1,LLRED402,Description here,771983.3,PCS,524,636,18%,NONE
Demo1,LLRED403,Description here,773913.2,PCS,525,637,18%,NONE
Demo1,LLRED404,Description here,775843.1,PCS,526,638,18%,NONE
Demo1,LLRED405,Description here,777773,PCS,527,639,18%,NONE
Demo1,LLRED406,Description here,779702.9,PCS,528,640,18%,NONE
Demo1,LLRED407,Description here,781632.8,PCS,529,641,18%,NONE
Demo1,LLRED408,Description here,783562.7,PCS,530,642,18%,NONE
Demo1,LLRED409,Description here,785492.6,PCS,531,643,18%,NONE
Demo1,LLRED410,Description here,787422.5,PCS,532,644,18%,NONE
Demo1,LLRED411,Description here,789352.4,PCS,533,645,18%,NONE
Demo1,LLRED412,Description here,791282.3,PCS,534,646,18%,NONE
Demo1,LLRED413,Description here,793212.2,PCS,535,647,18%,NONE
Demo1,LLRED414,Description here,795142.1,PCS,536,648,18%,NONE
Demo1,LLRED415,Description here,797072,Pcs,537,649,18%,NONE
Demo1,LLRED416,Description here,799001.9,PCS,538,650,18%,NONE
Demo1,LLRED417,Description here,800931.8,PCS,539,651,18%,NONE
Demo1,LLRED418,Description here,802861.7,PCS,540,652,18%,NONE
Demo1,LLRED419,Description here,804791.6,PCS,541,653,18%,NONE
Demo1,LLRED420,Description here,806721.5,PCS,542,654,18%,NONE
Demo1,LLRED421,Description here,808651.4,PCS,543,655,18%,NONE
Demo1,LLRED422,Description here,810581.3,PCS,544,656,18%,NONE
Demo1,LLRED423,Description here,812511.2,PCS,545,657,18%,NONE
Demo1,LLRED424,Description here,814441.1,Set,546,658,18%,NONE
Demo1,LLRED425,Description here,816371,SET,547,659,18%,NONE
Demo1,LLRED426,Description here,818300.9,SET,548,660,18%,NONE
Demo1,LLRED427,Description here,820230.8,SET,549,661,18%,NONE
Demo1,LLRED428,Description here,822160.7,SET,550,662,18%,NONE
Demo1,LLRED429,Description here,824090.6,SET,551,663,18%,NONE
Demo1,LLRED430,Description here,826020.5,SET,552,664,18%,NONE
Demo1,LLRED431,Description here,827950.4,SET,553,665,18%,NONE
Demo1,LLRED432,Description here,829880.3,Set,554,666,18%,NONE
Demo1,LLRED433,Description here,831810.2,Set,555,667,18%,NONE
Demo1,LLRED434,Description here,833740.1,SET,556,668,18%,NONE
Demo1,LLRED435,Description here,835670,SET,557,669,18%,NONE
Demo1,LLRED436,Description here,837599.9,SET,558,670,18%,NONE
Demo1,LLRED437,Description here,839529.8,SET,559,671,18%,NONE
Demo1,LLRED438,Description here,841459.7,SET,560,672,18%,NONE
Demo1,LLRED439,Description here,843389.6,SET,561,673,18%,NONE
Demo1,LLRED440,Description here,845319.5,SET,562,674,18%,NONE
Demo1,LLRED441,Description here,847249.4,Set,563,675,18%,NONE
Demo1,LLRED442,Description here,849179.3,SET,564,676,18%,NONE
Demo1,LLRED443,Description here,851109.2,SET,565,677,18%,NONE
Demo1,LLRED444,Description here,853039.1,SET,566,678,18%,NONE
Demo1,LLRED445,Description here,854969,SET,567,679,18%,NONE
Demo1,LLRED446,Description here,856898.9,SET,568,680,18%,NONE
Demo1,LLRED447,Description here,858828.8,SET,569,681,18%,NONE
Demo1,LLRED448,Description here,860758.7,SET,570,682,18%,NONE
Demo1,LLRED449,Description here,862688.6,SET,571,683,18%,NONE
Demo1,LLRED450,Description here,864618.5,SET,572,684,18%,NONE
Demo1,LLRED451,Description here,866548.4,SET,573,685,18%,NONE
Demo1,LLRED452,Description here,868478.3,SET,574,686,18%,NONE
Demo1,LLRED453,Description here,870408.2,SET,575,687,18%,NONE
Demo1,LLRED454,Description here,872338.1,SET,576,688,18%,NONE
Demo1,LLRED455,Description here,874268,SET,577,689,18%,NONE
Demo1,LLRED456,Description here,876197.9,SET,578,690,18%,NONE
Demo1,LLRED457,Description here,878127.8,SET,579,691,18%,NONE
Demo1,LLRED458,Description here,880057.7,Set,580,692,18%,NONE
Demo1,LLRED459,Description here,881987.6,SET,581,693,18%,NONE
Demo1,LLRED460,Description here,883917.5,SET,582,694,18%,NONE
Demo1,LLRED461,Description here,885847.4,Set,583,695,18%,NONE
Demo1,LLRED462,Description here,887777.3,SET,584,696,18%,NONE
Demo1,LLRED463,Description here,889707.2,SET,585,697,18%,NONE
Demo1,LLRED464,Description here,891637.1,SET,586,698,18%,NONE
Demo1,LLRED465,Description here,893567,Set,587,699,18%,NONE
Demo1,LLRED466,Description here,895496.9,SET,588,700,18%,NONE
Demo1,LLRED467,Description here,897426.8,SET,589,701,18%,NONE
Demo1,LLRED468,Description here,899356.7,SET,590,702,18%,NONE
Demo1,LLRED469,Description here,901286.6,SET,591,703,18%,NONE
Demo1,LLRED470,Description here,903216.5,Set,592,704,18%,NONE
Demo1,LLRED471,Description here,905146.4,Set,593,705,18%,NONE
Demo1,LLRED472,Description here,907076.3,Set,594,706,18%,NONE
Demo1,LLRED473,Description here,909006.2,Set,595,707,18%,NONE
Demo1,LLRED474,Description here,910936.1,Set,596,708,18%,NONE
Demo1,LLRED475,Description here,912866,Set,597,709,18%,NONE
Demo1,LLRED476,Description here,914795.9,PCS,598,710,18%,NONE
Demo1,LLRED477,Description here,916725.8,pcs,599,711,18%,NONE
Demo1,LLRED478,Description here,918655.7,SET,600,712,18%,NONE
Demo1,LLRED479,Description here,920585.6,pcs,601,713,18%,NONE
Demo1,LLRED480,Description here,922515.5,pcs,602,714,18%,NONE
Demo1,LLRED481,Description here,924445.4,pcs,603,715,18%,NONE
Demo1,LLRED482,Description here,926375.3,pcs,604,716,18%,NONE
Demo1,LLRED483,Description here,928305.2,SET,605,717,18%,NONE
Demo1,LLRED484,Description here,930235.1,pcs,606,718,18%,NONE
Demo1,LLRED485,Description here,932165,pcs,607,719,18%,NONE
Demo1,LLRED486,Description here,934094.9,pcs,608,720,18%,NONE
Demo1,LLRED487,Description here,936024.8,pcs,609,721,18%,NONE
Demo1,LLRED488,Description here,937954.7,pcs,610,722,18%,NONE
Demo1,LLRED489,Description here,939884.6,pcs,611,723,18%,NONE
Demo1,LLRED490,Description here,941814.5,pcs,612,724,18%,NONE
Demo1,LLRED491,Description here,943744.4,pcs,613,725,18%,NONE
Demo1,LLRED492,Description here,945674.3,pcs,614,726,18%,NONE
Demo1,LLRED493,Description here,947604.2,pcs,615,727,18%,NONE
Demo1,LLRED494,Description here,949534.1,pcs,616,728,18%,NONE
Demo1,LLRED495,Description here,951464,pcs,617,729,18%,NONE
Demo1,LLRED496,Description here,953393.9,pcs,618,730,18%,NONE
Demo1,LLRED497,Description here,955323.8,pcs,619,731,18%,NONE
Demo1,LLRED498,Description here,957253.7,pcs,620,732,18%,NONE
Demo1,LLRED499,Description here,959183.6,PCS,621,733,18%,NONE
Demo1,LLRED500,Description here,961113.5,PCS,622,734,18%,NONE
Demo1,LLRED501,Description here,963043.4,PCS,623,735,18%,NONE
Demo1,LLRED502,Description here,964973.3,PCS,624,736,18%,NONE
Demo1,LLRED503,Description here,966903.2,PCS,625,737,18%,NONE
Demo1,LLRED504,Description here,968833.1,PCS,626,738,18%,NONE
Demo1,LLRED505,Description here,970763,PCS,627,739,18%,NONE
Demo1,LLRED506,Description here,972692.9,Pcs,628,740,18%,NONE
Demo1,LLRED507,Description here,974622.8,PCS,629,741,18%,NONE
Demo1,LLRED508,Description here,976552.7,PCS,630,742,18%,NONE
